id,Rede,Nome,Nome.1,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Faculdade_2.892.160,Privada,Faculdade de Tecnologia do Senai Horácio Augusto da Silveira,Faculdade de Tecnologia Senai Horácio Augusto da Silveira,Rua,R Tagipuru 242,Barra Funda,01156-000,Faculdade,-23.529386,-46.664674
Faculdade_2.892.166,Privada,Centro Universitário Senac,Unidade Tiradentes,Rua,Av Tiradentes 822,Luz,01102-000,Faculdade,-23.465839,-46.534647
Faculdade_2.892.168,Privada,Escola Dieese de Ciências do Trabalho,Sede,Rua,R Aurora 957,Santa Efigênia,01209-001,Faculdade,-23.552139,-46.647198
Faculdade_2.892.170,Privada,Universidade Anhembi Morumbi,Campus Paulista II,Rua,R Treze de Maio 1266,Bela Vista,01327-000,Faculdade,-23.564438,-46.64579
Faculdade_4.276.234,Privada,Centro Universitário das Faculdades Metropolitanas Unidas,Fmu - Liberdade - Clínicas,Rua,R Taguá 407,Liberdade,01508-010,Faculdade,-23.562886,-46.636126
Faculdade_4.276.264,Privada,Universidade Paulista,Campus VII - Marquês,Rua,Av Marquês de São Vicente 3001,Água Branca,05036-040,Faculdade,-23.967735,-46.38477
Faculdade_4.276.279,Privada,Centro Universitário das Américas,Rua Augusta,Rua,R Augusta 1520,Consolação,01305-100,Faculdade,-23.556691,-46.658803
Faculdade_4.278.222,Pública,Faculdade de Tecnologia do Tatuapé,Campus Principal,Rua,R Antônio de Barros 800,Tatuapé,03401-000,Faculdade,-23.537295,-46.558481
Faculdade_4.278.223,Pública,Faculdade de Tecnologia de Itaquera,Campus Principal,Rua,Av Miguel Ignácio Curi S/N,Vila Carmosina,08295-005,Faculdade,-23.545906,-46.471879
Faculdade_4.827.654,Privada,Centro Universitário Estácio de São Paulo,Conceição,Rua,Av Engenheiro Armando de Arruda Pereira 673,Jabaquara,04309-010,Faculdade,-23.633904,-46.642557
Faculdade_4.827.656,Privada,Faculdade Cultura Inglesa,São Paulo-higienópolis,Rua,R Maranhão 416,Higienópolis,01240-000,Faculdade,-23.621007,-46.5673
Faculdade_4.827.658,Privada,Universidade Anhanguera de São Paulo,São Paulo (bl),Rua,R Siqueira Bueno 929,Belenzinho,03172-010,Faculdade,-23.546639,-46.591436
Faculdade_4.827.667,Privada,Centro Universitário das Faculdades Metropolitanas Unidas,Fmu - Brigadeiro - Prédios 32/39/43/44,Rua,Av Brigadeiro Luís Antônio 1089/1095,Bela Vista,01317-001,Faculdade,-23.556092,-46.638168
Faculdade_4.827.669,Privada,Centro Universitário Anhanguera de São Paulo,Belenzinho,Rua,R Siqueira Bueno 929,Belenzinho,03172-010,Faculdade,-23.546639,-46.591436
Faculdade_4.827.678,Privada,Faculdade de Tecnologia Senai Roberto Simonsen,Campus Principal,Rua,R Monsenhor Andrade 298,Brás,03008-000,Faculdade,-23.542919,-46.621078
Faculdade_4.829.731,Pública,Faculdade de Tecnologia Sebrae,Campus Principal,Rua,AL Nothmann 598,Campos Elíseos,01216-000,Faculdade,-23.532847,-46.64727
Faculdade_5.368.510,Privada,Faculdade de Educação Paulistana,Unidade Sede,Rua,R Cordeiro de Silva 165 - 185,Parada de Taipas,[],Faculdade,49.02017,12.095035
Faculdade_5.368.513,Privada,Faculdade de Informática e Administração Paulista,Unidade Vila Olímpia,Rua,R Olimpíadas 186,Vila Olímpia,[4551000],Faculdade,-20.738465,-48.913529
Faculdade_5.368.529,Privada,Escola Brasileira de Medicina Chinesa,Campus Principal,Rua,R Visconde de Parnaíba 2727,Brás,"[3044000, 3044002, 3045000, 3045002, 3164300, 3164900, 3164901, 3164902]",Faculdade,-23.542292,-46.601338
Faculdade_5.368.534,Privada,Faculdade Dourado,Campus Principal,Rua,R Nhatumani 556-568 568,Vila Ré,[3663000],Faculdade,-23.441015,-46.532412
Faculdade_5.368.538,Privada,Faculdade de Informática e Administração Paulista,Unidade Paulista,Rua,Av Paulista 1106,Bela Vista,[1310914],Faculdade,-23.56406,-46.652361
Faculdade_5.368.543,Privada,Faculdade de Tecnologia Senai Antoine Skaf,Faculdade de Tecnologia Senai Antoine Skaf,Rua,R Correia de Andrade 232,Brás,[3008020],Faculdade,-23.54267,-46.61967
Faculdade_5.368.553,Privada,Faculdade de Educação Paulistana,Unidade Sede,Rua,R Cordeiro da Silva 185,Vila Nova Parada,[2883090],Faculdade,-23.436925,-46.716135
Faculdade_5.368.557,Privada,Faculdade Sesi-sp de Educação,Campus Principal,Rua,R Carlos Weber 835,Vila Leopoldina,[5303902],Faculdade,-23.527678,-46.729366
Faculdade_5.368.575,Privada,Centro Universitário das Faculdades Metropolitanas Unidas,Fmu - Vergueiro,Rua,R Vergueiro 3135,Vila Mariana,"[4273970, 1504000, 1504001, 1504970, 4101903, 4101904, 4101905, 4272000, 4272100, 4272200, 4272300, 4273000, 4273100, 4273200, 4101000, 4101100, 4101200, 4101300, 4101900, 4101901, 4101902, 4102000, 4102001, 4102002, 4102900]",Faculdade,-23.58781,-46.63274
Faculdade_5.368.590,Privada,Universidade Nove de Julho,Vila Prudente,Rua,Av Professor Luiz Ignácio Anhaia Mello 1363,Vila Prudente,"[3154100, 3294100, 3987200, 3987210, 3154000, 3294200, 3295100, 3295000, 3155000, 3155100]",Faculdade,-23.583969,-46.581239
Faculdade_5.368.592,Privada,Faculdade Impacta de Tecnologia,Campus Rudge,Rua,R do Bosque 60,Barra Funda,"[1136000, 1136001]",Faculdade,-23.52623,-46.649166
Faculdade_5.368.599,Privada,Faculdade de Odontologia da Apcd,Campus Principal,Rua,R Voluntários da Pátria 547,Santana,"[2010000, 2010100, 2010200, 2010300, 2010400, 2010500, 2010600, 2010700, 2010800, 2010820, 2010901, 2010902, 2011000, 2011100, 2011200, 2011300, 2011400, 2011500, 2011600, 2011900, 2011970, 2401000, 2401100, 2401200, 2401300, 2401400, 2402000, 2402100, 2402200, 2402300, 2402400, 2402500, 2402600, 2402700, 2402900]",Faculdade,-23.515243,-46.627112
Faculdade_5.368.604,Privada,Faculdade das Américas,Fam,Rua,R Borges de Figueiredo 510,Mooca,"[3110001, 3110010, 3110901]",Faculdade,-23.559337,-46.606992
Faculdade_5.368.608,Privada,Escola Superior Nacional de Seguros de São Paulo,Unidade Sede,Rua,R Augusta 1600,Consolação,[1304901],Faculdade,-23.557151,-46.659643
Faculdade_5.368.614,Privada,Universidade Santo Amaro,Campus IV,Rua,R Gabriel dos Santos 30,Santa Cecília,"[1231010, 1231011, 1231901, 1231902]",Faculdade,-23.532808,-46.658201
Faculdade_5.370.893,Pública,Universidade de São Paulo,Faculdade de Ciências Farmacêuticas - Fcf,Rua,Av Professor Lineu Prestes 580,Butantã,[5508000],Faculdade,-23.56827,-46.731452
Faculdade_5.370.894,Pública,Universidade de São Paulo,"Faculdade de Economia, Administração e Contabilidade - Fea",Rua,Av Professor Luciano Gualberto 908,Butantã,[5508010],Faculdade,-23.56031,-46.727803
Faculdade_5.370.895,Pública,Universidade de São Paulo,Escola de Enfermagem,Rua,Av Doutor Enéas Carvalho de Aguiar 419,Cerqueira César,[5403906],Faculdade,-23.556502,-46.671385
Faculdade_5.370.896,Pública,Universidade de São Paulo,Faculdade de Saúde Pública - Fsp,Rua,Av. Dr. Arnaldo 715,Pacaembu,[1246904],Faculdade,-23.553288,-46.673198
Faculdade_5.370.897,Pública,Universidade de São Paulo,Faculdade de Medicina (fisioterapia/fonoaudiologia/terapia Ocupacional),Rua,R Cipotânea 51,Vila Butantã,[5360160],Faculdade,-23.562035,-46.744486
Faculdade_5.370.898,Pública,Universidade de São Paulo,Escola Politécnica - Ep,Rua,Av Professor Luciano Gualberto 380,Butantã,[5508010],Faculdade,-23.555673,-46.730133
Faculdade_5.370.899,Pública,Universidade de São Paulo,Instituto de Física - If,Rua,R do Matão 1371,Butantã,[5508090],Faculdade,-23.559614,-46.735378
Faculdade_5.370.900,Pública,Universidade de São Paulo,Faculdade de Direito - Fd,Rua,Largo São Francisco 95,Sé,[1005010],Faculdade,-23.550133,-46.637091
Faculdade_5.370.901,Pública,Universidade de São Paulo,Faculdade de Medicina da Universidade de São Paulo - Fm,Rua,Av Dr Arnaldo 455,Pacaembu,[1246903],Faculdade,-23.554671,-46.669796
Faculdade_5.370.902,Pública,Universidade de São Paulo,Instituto de Matemática e Estatística - Ime,Rua,R do Matão 1010,Butantã,[5508090],Faculdade,-23.559384,-46.731921
Faculdade_5.370.903,Pública,Universidade Municipal de São Caetano do Sul,Campus São Paulo,Rua,R Treze de Maio 669/671,Bela Vista,"[1327000, 1327001, 1327002, 1327900, 1327901, 1327902, 1327905, 1327970, 4849650, 2362075, 8346490]",Faculdade,-23.558856,-46.646398
Faculdade_5.370.904,Pública,Universidade de São Paulo,Faculdade de Educação - Fe,Rua,Avenida da Universidade 308,Butantã,[5508040],Faculdade,-23.562191,-46.716193
Faculdade_5.370.905,Pública,Universidade de São Paulo,Instituto de Relações Internacionais - Iri,Rua,Avenida Professor Dr. Lúcio Martins Rodrigues S/nº,Butantã,[],Faculdade,-23.558364,-46.721865
Faculdade_5.370.906,Pública,Universidade de São Paulo,Instituto de Psicologia - Ip,Rua,Avenida Professor Mello de Morais 1721,Butantã,[5508030],Faculdade,-23.555817,-46.723033
Faculdade_5.370.907,Pública,Universidade de São Paulo,Faculdade de Medicina Veterinária e Zootecnia - Fmvz,Rua,R Prof Dr Orlando Marques de Paiva 87,Cidade Universitária,[],Faculdade,-23.569837,-46.740225
Faculdade_5.370.908,Pública,Universidade de São Paulo,Instituto de Química - Iq,Rua,Av Professor Lineu Prestes 748,Butantã,[5508000],Faculdade,-23.564548,-46.725894
Faculdade_5.370.909,Pública,Universidade de São Paulo,Instituto de Geociências - Igc,Rua,R do Lago 562,Butantã,"[5508080, 4897440, 4280000]",Faculdade,-23.561761,-46.727675
Faculdade_5.370.910,Pública,Universidade de São Paulo,Instituto de Ciências Biomédicas - Icb,Rua,Av Professor Lineu Prestes 2415,Butantã,[5508000],Faculdade,-23.567708,-46.732995
Faculdade_5.370.911,Pública,Universidade de São Paulo,Instituto de Biociências - Ib,Rua,R do Matão 321,Butantã,[5508090],Faculdade,-23.561212,-46.730273
Faculdade_5.370.912,Pública,Universidade de São Paulo,"Faculdade de Filosofia, Letras e Ciências Humanas (geografia/história) - Fflch",Rua,Av Professor Lineu Prestes 338,Butantã,[5508000],Faculdade,-23.562896,-46.723644
Faculdade_5.370.913,Pública,Universidade de São Paulo,Escola de Educação Física e Esporte,Rua,Av Professor Mello de Morais 65,Butantã,[5508030],Faculdade,-23.56283,-46.713478
Faculdade_5.370.914,Pública,Universidade de São Paulo,Escola de Comunicações e Artes - Eca,Rua,Av Professor Lúcio Martins Rodrigues 443,Butantã,[5508020],Faculdade,-23.557342,-46.721252
Faculdade_5.370.915,Pública,Universidade de São Paulo,"Faculdade de Filosofia, Letras e Ciências Humanas - Fflch (letras)",Rua,Av Professor Luciano Gualberto 403,Butantã,[5508010],Faculdade,-23.55607,-46.730797
Faculdade_5.370.916,Pública,Universidade de São Paulo,Faculdade de Odontologia - Fo,Rua,Av. Prof. Lineu Prestes 2227,Butantã,[],Faculdade,-23.567343,-46.738843
Faculdade_5.370.917,Pública,Universidade de São Paulo,Instituto Oceanográfico - Io,Rua,Praça do Oceanográfico 191,Butantã,[5508120],Faculdade,-23.561142,-46.731984
Faculdade_5.370.918,Pública,Universidade de São Paulo,Faculdade de Arquitetura e Urbanismo - Fau,Rua,R do Lago 876,Butantã,"[5508080, 4897440, 4280000]",Faculdade,-23.56017,-46.72989
Faculdade_5.370.919,Pública,Universidade de São Paulo,"Instituto de Astronomia, Geofísica e Ciências Atmosféricas - Iag",Rua,R do Matão 1226,Butantã,[5508090],Faculdade,-23.559031,-46.733576
Faculdade_5.370.920,Pública,Universidade de São Paulo,"Faculdade de Filosofia, Letras e Ciências Humanas (ciências Sociais/filosofia) - Fflch",Rua,Av Professor Luciano Gualberto 315,Cidade Universitária,[5508010],Faculdade,-23.562463,-46.725002
Faculdade_7.043.649,Privada,Faculdade Esamc São Paulo - Esamc,Unidade São Paulo - Cjmj,Rua,"Av Adolfo Pinheiro, 893",Santo Amaro,"[4733000, 4733100, 4733200, 4733300, 4733400, 4733971, 4733999, 4734000, 4734001, 4734002, 4734003, 4734004, 4734900, 4734901, 4734902, 4734904]",Faculdade,-23.645214,-46.701424
Faculdade_7.043.823,Pública,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",Ifsp - Campus Pirituba,Rua,"Av Mutinga, 951",Pirituba,"[5110000, 5110901, 5110902, 5110971, 5110903, 5110970, 5154000, 5110900]",Faculdade,-23.487128,-46.735942
Faculdade_7.044.908,Privada,Centro Universitário Senac,Unidade Scipião,Rua,"R Scipião, 67",Lapa,[5047060],Faculdade,-23.521668,-46.699081
Faculdade_7.506.443,Privada,Escola Superior de Propaganda e Marketing,Joaquim Távora,Rua,R Joaquim Távora 1240 Joaquim Távora,Vila Mariana,04015-013,Faculdade,-23.586985,-46.64447
Faculdade_7.506.517,Privada,Faculdade Autônoma de Direito,Unidade Sede,Rua,R João Moura 313 Unidade Sede,Clínicas,05412-001,Faculdade,-23.56246,-46.676648
Faculdade_7.506.521,Privada,Faculdade Imesp Monitor,Unidade Sede,Rua,Av Rangel Pestana 1105,Gasômetro,03001-000,Faculdade,-23.546873,-46.624239
Faculdade_7.506.568,Privada,Faculdade de Administração da Fespsp,Campus - São Paulo - Vila Buarque,Rua,R General Jardim 522,Consolação,01223-010,Faculdade,-23.544404,-46.649654
Faculdade_7.506.589,Pública,Faculdade de Tecnologia Zona Leste,Faculdade de Tecnologia da Zona Leste,Rua,Av Águia de Haia 2983 - Até 3301/3302,Águia De Haia,03694-000,Faculdade,-23.522322,-46.476046
Faculdade_7.506.837,Privada,Faculdade de Música Souza Lima,Maria Figueiredo,Rua,R Maria Figueiredo 560 Maria Figueiredo,Paraíso,04002-003,Faculdade,-23.669645,-46.534459
Faculdade_7.506.869,Privada,Faculdade Rudolf Steiner,Campus Principal,Rua,R Job Lane 900 - de 461/462 Ao Fim,Chácara Flora,04639-001,Faculdade,51.34083,12.375101
Faculdade_7.506.870,Privada,Faculdade de Engenharia e Agrimensura de São Paulo,Faculdade de Engenharia e Agrimensura de São Paulo,Rua,R Araritaguaba 804 - Até 849/850,Vila Maria,02122-010,Faculdade,-23.512437,-46.586093
Faculdade_7.506.887,Privada,Faculdade de Ciências da Saúde Igesp,Campus Principal,Rua,R da Consolação 1025,Consolação,01301-100,Faculdade,-23.548749,-46.651036
Faculdade_7.506.908,Privada,Escola Superior de Empreendedorismo Sebrae-sp,Campus Principal,Rua,AL Nothmann 598 - Até 731/732,Santa Cecília/Campos Elísios,01216-000,Faculdade,-23.532847,-46.64727
Faculdade_7.506.913,Privada,Faculdade Roberto Miranda,Avenida Paulista,Rua,Av Paulista 1009,Pamplona,01311-100,Faculdade,-23.542118,-46.331226
Faculdade_7.506.954,Privada,Faculdade Phorte de Educação e Tecnologia,Campus Principal,Rua,R Treze de Maio 681 - Até 1149/1150,Bexiga,01327-000,Faculdade,-23.451736,-46.56781
Faculdade_7.506.958,Privada,Fgv / Escola de Relações Internacionais,Campus Principal,Rua,"Av Nove de Julho, 2029",Masp,01313-902,Faculdade,-23.512314,-46.339148
Faculdade_7.506.982,Privada,Centro Universitário Sumaré,Faculdade Sumaré - Sumaré,Rua,Av Doutor Arnaldo 1753 - de 601/602 Ao Fim,Sumaré,01255-000,Faculdade,-22.823121,-47.26868
Faculdade_7.506.994,Privada,Faculdade de Tecnologia Bandeirantes,Unidade II Paulista,Rua,R Haddock Lobo 595 Unidade II Paulista,Trianon,01414-905,Faculdade,-23.558161,-46.66156
Faculdade_7.507.175,Privada,Faculdade Anclivepa,Unidade Ulisses Cruz,Rua,R Ulisses Cruz 285 Unidade Ulisses Cruz,Parque Belém,03077-000,Faculdade,-23.532604,-46.584038
Faculdade_7.507.176,Privada,Universidade São Judas Tadeu,Unidade Santo Amaro,Rua,Av Alexandre Dumas 2016,Chácara Santo Antônio,04717-915,Faculdade,-23.618596,-46.573278
Faculdade_7.507.177,Privada,Universidade São Judas Tadeu,Paulista,Rua,Av Angélica 2563 2º Ao 14º Andares,Consolação,01227-200,Faculdade,-23.554362,-46.662395
Faculdade_7.507.195,Privada,Faculdade Fia de Administração e Negócios,Unidade Educacional Nações Unidas (uen),Rua,Av das Nações Unidas 7221,Berrini - Vila Funchal,05425-902,Faculdade,-23.5247,-46.758439
Faculdade_7.507.200,Privada,Faculdade Zona Leste,Campus Principal,Rua,Rua Platina 570,Tatuapé,03308-010,Faculdade,-23.540931,-46.569663
Faculdade_7.507.227,Privada,Universidade São Judas Tadeu,Unidade Jabaquara,Rua,Av Jabaquara 1.870,Saúde,04046-300,Faculdade,-23.620747,-46.640077
Faculdade_7.507.256,Privada,Universidade Cruzeiro do Sul,Polo Sp_paulista,Rua,Av Paulista 1.415 Campus Paulista,Pamplona,01311-925,Faculdade,-22.718233,-47.673995
Faculdade_7.507.264,Privada,Centro Universitário Adventista de São Paulo,Unasp Unidade Vila Matilde,Rua,R Eugênia de Carvalho 1316,Vila Matilde,03516-000,Faculdade,-23.538703,-46.522503
Faculdade_7.507.294,Privada,Faculdade do Comércio de São Paulo,Campus Principal,Rua,"R Boa Vista, 51",Cocaia,01014-911,Faculdade,-23.441457,-46.523388
Faculdade_7.507.364,Privada,Faculdade Qualittas,Faculdade Qualittas,Rua,Av Dom Pedro I 480 Faculdade Qualittas,Vila Monumento,01552-000,Faculdade,-23.779579,-45.358564
Faculdade_7.507.382,Privada,Faculdade Associada Brasil,Campus - São Paulo,Rua,R Nova dos Portugueses 365 Campus - São Paulo,Tietê,02462-080,Faculdade,-23.495004,-46.641042
Faculdade_7.507.394,Privada,Faculdade Ibmec São Paulo,Campus Paulista,Rua,AL Santos 2356 Campus Paulista,Trianon,01418-200,Faculdade,-23.934554,-46.329242
Faculdade_7.507.396,Privada,Faculdade do Educador,Faculdade do Educador,Rua,R Martiniano de Carvalho 170,Bexiga,01321-000,Faculdade,-23.560212,-46.64136
Faculdade_7.507.406,Privada,Universidade São Judas Tadeu,Unidade Vila Leopoldina,Rua,Av Imperatriz Leopoldina 184,Ceasa,05305-000,Faculdade,-23.52552,-46.737019
Faculdade_7.507.427,Privada,Faculdade de Tecnologia e Ciências,Ftc SP,Rua,Av Cruzeiro do Sul 400 Ftc SP,Canindé,01109-000,Faculdade,-21.895164,-47.623051
Faculdade_7.507.443,Privada,Faculdade Álvares de Azevedo,Faculdade Álvares de Azevedo,Rua,Estrada do Campo Limpo 695,Parque Arariba,05777-000,Faculdade,-23.472259,-46.308702
Faculdade_7.507.480,Privada,Universidade São Judas Tadeu,Unidade Santana,Rua,R Voluntários da Pátria 2624,Alfredo Pujol,02402-100,Faculdade,-23.512029,-46.35865
Faculdade_7.507.487,Privada,Centro Universitário Carlos Drummond de Andrade,Ponte Rasa,Rua,Av São Miguel 4335,Ponte Rasa,03871-000,Faculdade,-23.507706,-46.491561
Faculdade_7.507.568,Privada,Centro Universitário Uni-ban,Nova Sede Uni-ban,Rua,R Maria Cândida 1789 Nova Sede Uni-ban,Vila Isolina Mazzei,02071-013,Faculdade,-23.779579,-45.358564
Faculdade_7.507.571,Privada,Universidade Brasil,Campus Vi - Mooca,Rua,R Ibipetuba 130,Alto Da Mooca,03127-180,Faculdade,-23.559821,-46.597112
Faculdade_7.507.573,Privada,Faculdade Ceat,Sede,Rua,R Teixeira Mendes 40 Sede,Cambuci,01517-010,Faculdade,-23.561381,-46.624967
Faculdade_7.507.609,Privada,Centro Universitário Anhanguera de São Paulo,Itaquera,Shopping Center,"Av José Pinheiro Borges, S/N",Itaquera,08220-900,Faculdade,-23.531539,-46.430047
Faculdade_7.507.612,Privada,Universidade Cruzeiro do Sul,Campus Santo Amaro,Rua,Av das Nações Unidas 18605 Anexo Parte,Ponte Transamérica,04795-902,Faculdade,-23.656358,-46.718306
Faculdade_7.507.639,Pública,Universidade Federal de São Paulo,Zona Leste,Rua,Av Jacu-pêssego 2.630,,08260-001,Faculdade,-23.579168,-46.444542
Faculdade_7.507.650,Privada,Faculdade Alvorada,Faculdade Damásio,Rua,R da Glória 195 Faculdade Damásio,Praça João Mendes,01510-000,Faculdade,-23.454173,-46.551147
Faculdade_7.507.657,Privada,Faculdade de Tecnologia Finaci,Unidade Liberdade,Rua,R São Joaquim 352/356 Unidade Liberdade,Liberdade/São Joaquim,01508-001,Faculdade,-23.566079,-46.632382
